run_id,scope,paradigm,family,phase,model,representation,window_size_frames,fold,seed,balancing,fingerprint,status,source,artifact,duration_seconds,updated_at,message
G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_3__seed_42,historical,feature,classical,historical,random_forest,R0_flat,60,3,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,1.114797299997008,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__random_forest__r0_flat__w60__fold_4__seed_42,historical,feature,classical,historical,random_forest,R0_flat,60,4,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,1.2971918000002916,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__svm__r0_flat__w150__fold_1__seed_42,historical,feature,classical,historical,svm,R0_flat,150,1,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,4.575780499999382,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__svm__r0_flat__w150__fold_2__seed_42,historical,feature,classical,historical,svm,R0_flat,150,2,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,9.484366000000591,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__svm__r0_flat__w150__fold_3__seed_42,historical,feature,classical,historical,svm,R0_flat,150,3,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,14.148051700001815,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__svm__r0_flat__w150__fold_4__seed_42,historical,feature,classical,historical,svm,R0_flat,150,4,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,10.748064700001123,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__svm__r0_flat__w30__fold_1__seed_42,historical,feature,classical,historical,svm,R0_flat,30,1,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,4.355644100000063,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__svm__r0_flat__w30__fold_2__seed_42,historical,feature,classical,historical,svm,R0_flat,30,2,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,7.651476399998501,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__svm__r0_flat__w30__fold_3__seed_42,historical,feature,classical,historical,svm,R0_flat,30,3,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,7.153566900000442,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__svm__r0_flat__w30__fold_4__seed_42,historical,feature,classical,historical,svm,R0_flat,30,4,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,8.725825100002112,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__svm__r0_flat__w60__fold_1__seed_42,historical,feature,classical,historical,svm,R0_flat,60,1,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__svm__r0_flat__w60__fold_2__seed_42,historical,feature,classical,historical,svm,R0_flat,60,2,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__svm__r0_flat__w60__fold_3__seed_42,historical,feature,classical,historical,svm,R0_flat,60,3,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__svm__r0_flat__w60__fold_4__seed_42,historical,feature,classical,historical,svm,R0_flat,60,4,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_1__seed_42,historical,feature,classical,historical,xgboost,R0_flat,150,1,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,2.2949417999989237,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_2__seed_42,historical,feature,classical,historical,xgboost,R0_flat,150,2,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,2.539412000001903,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_3__seed_42,historical,feature,classical,historical,xgboost,R0_flat,150,3,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,2.106704099998751,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__xgboost__r0_flat__w150__fold_4__seed_42,historical,feature,classical,historical,xgboost,R0_flat,150,4,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,2.5793521000014152,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_1__seed_42,historical,feature,classical,historical,xgboost,R0_flat,30,1,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,1.5012863000010839,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_2__seed_42,historical,feature,classical,historical,xgboost,R0_flat,30,2,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,1.4953585999974166,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_3__seed_42,historical,feature,classical,historical,xgboost,R0_flat,30,3,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,1.2696256000017456,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__xgboost__r0_flat__w30__fold_4__seed_42,historical,feature,classical,historical,xgboost,R0_flat,30,4,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,1.4426293999968038,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_1__seed_42,historical,feature,classical,historical,xgboost,R0_flat,60,1,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,1.523636700003408,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_2__seed_42,historical,feature,classical,historical,xgboost,R0_flat,60,2,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,1.8056166999995185,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_3__seed_42,historical,feature,classical,historical,xgboost,R0_flat,60,3,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,1.3391815000031784,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G1__qualification_r0_flat__xgboost__r0_flat__w60__fold_4__seed_42,historical,feature,classical,historical,xgboost,R0_flat,60,4,42,none,historical_artifact,reused,historical,fase_2/outputs/metrics/G1/g1_execution_table.csv,1.6879581999965012,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_1__seed_42,historical,deep,temporal,historical,lstm,R0,150,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,2.8266306999976223,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_2__seed_42,historical,deep,temporal,historical,lstm,R0,150,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,4.196802599999501,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_3__seed_42,historical,deep,temporal,historical,lstm,R0,150,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,5.938692499999888,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w150_b1024__lstm__r0__w150__fold_4__seed_42,historical,deep,temporal,historical,lstm,R0,150,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,5.9692604999981995,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_1__seed_42,historical,deep,temporal,historical,tcn,R0,150,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,360.0625308000017,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_2__seed_42,historical,deep,temporal,historical,tcn,R0,150,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,295.7192161000021,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_3__seed_42,historical,deep,temporal,historical,tcn,R0,150,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,313.9401807000031,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w150_b1024__tcn__r0__w150__fold_4__seed_42,historical,deep,temporal,historical,tcn,R0,150,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,347.4366588999983,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_1__seed_42,historical,deep,temporal,historical,transformer,R0,150,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,6.9278790999997,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_2__seed_42,historical,deep,temporal,historical,transformer,R0,150,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,8.022920000003069,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_3__seed_42,historical,deep,temporal,historical,transformer,R0,150,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,6.004303699999582,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w150_b1024__transformer__r0__w150__fold_4__seed_42,historical,deep,temporal,historical,transformer,R0,150,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,6.257067800001096,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_1__seed_42,historical,deep,temporal,historical,lstm,R0,30,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,2.1855460000006133,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_2__seed_42,historical,deep,temporal,historical,lstm,R0,30,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,3.133406599998125,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_3__seed_42,historical,deep,temporal,historical,lstm,R0,30,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,4.534945700001117,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w30_b1024__lstm__r0__w30__fold_4__seed_42,historical,deep,temporal,historical,lstm,R0,30,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,5.429211899998336,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_1__seed_42,historical,deep,temporal,historical,tcn,R0,30,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,352.5282251999997,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_2__seed_42,historical,deep,temporal,historical,tcn,R0,30,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,299.91558409999925,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_3__seed_42,historical,deep,temporal,historical,tcn,R0,30,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,389.3013228999989,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w30_b1024__tcn__r0__w30__fold_4__seed_42,historical,deep,temporal,historical,tcn,R0,30,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,356.92091110000547,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_1__seed_42,historical,deep,temporal,historical,transformer,R0,30,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,3.86045109999759,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_2__seed_42,historical,deep,temporal,historical,transformer,R0,30,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,3.9244137999994564,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_3__seed_42,historical,deep,temporal,historical,transformer,R0,30,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,9.286180300001433,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w30_b1024__transformer__r0__w30__fold_4__seed_42,historical,deep,temporal,historical,transformer,R0,30,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,4.593957099998079,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_1__seed_42,historical,deep,temporal,historical,lstm,R0,60,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,2.997760800000833,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_2__seed_42,historical,deep,temporal,historical,lstm,R0,60,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,3.922486100000242,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_3__seed_42,historical,deep,temporal,historical,lstm,R0,60,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,3.7950619000002916,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w60_b1024__lstm__r0__w60__fold_4__seed_42,historical,deep,temporal,historical,lstm,R0,60,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,6.599656700000196,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_1__seed_42,historical,deep,temporal,historical,tcn,R0,60,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,382.1272772000011,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_2__seed_42,historical,deep,temporal,historical,tcn,R0,60,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,305.0764182999992,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_3__seed_42,historical,deep,temporal,historical,tcn,R0,60,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,383.3797777,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w60_b1024__tcn__r0__w60__fold_4__seed_42,historical,deep,temporal,historical,tcn,R0,60,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G4/g4_runs.csv,340.01912399999856,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_1__seed_42,historical,deep,temporal,historical,transformer,R0,60,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,5.0200638999995135,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_2__seed_42,historical,deep,temporal,historical,transformer,R0,60,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,3.935629499999777,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_3__seed_42,historical,deep,temporal,historical,transformer,R0,60,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,5.6053416000031575,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G2__qualification_r0_w60_b1024__transformer__r0__w60__fold_4__seed_42,historical,deep,temporal,historical,transformer,R0,60,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G2/g2_execution_table.csv,3.887800500000594,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_1__seed_42,historical,deep,temporal,historical,transformer,R1,150,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G3/g3_execution_table.csv,5.331979800001136,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_2__seed_42,historical,deep,temporal,historical,transformer,R1,150,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G3/g3_execution_table.csv,5.17534280000109,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_3__seed_42,historical,deep,temporal,historical,transformer,R1,150,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G3/g3_execution_table.csv,5.640926200001559,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G3__qualification_r1_w150_b1024__transformer__r1__w150__fold_4__seed_42,historical,deep,temporal,historical,transformer,R1,150,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G3/g3_execution_table.csv,6.044221600001038,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_1__seed_42,historical,deep,temporal,historical,lstm,R1,60,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G3/g3_execution_table.csv,2.3686946999951033,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_2__seed_42,historical,deep,temporal,historical,lstm,R1,60,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G3/g3_execution_table.csv,2.324515899999824,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_3__seed_42,historical,deep,temporal,historical,lstm,R1,60,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G3/g3_execution_table.csv,2.5535980999993626,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G3__qualification_r1_w60_b1024__lstm__r1__w60__fold_4__seed_42,historical,deep,temporal,historical,lstm,R1,60,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G3/g3_execution_table.csv,2.5687264000007417,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_1__seed_42,historical,deep,temporal,historical,tcn,R1,60,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G3/g3_execution_table.csv,270.89159449999715,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_2__seed_42,historical,deep,temporal,historical,tcn,R1,60,2,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G3/g3_execution_table.csv,251.8068757000001,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_3__seed_42,historical,deep,temporal,historical,tcn,R1,60,3,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G3/g3_execution_table.csv,259.78267990000313,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G3__qualification_r1_w60_b1024__tcn__r1__w60__fold_4__seed_42,historical,deep,temporal,historical,tcn,R1,60,4,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G3/g3_execution_table.csv,296.30677149999974,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
G3__qualification_r2_w150_b1024__transformer__r2__w150__fold_1__seed_42,historical,deep,temporal,historical,transformer,R2,150,1,42,,historical_artifact,reused,historical,fase_2/outputs/metrics/G3/g3_execution_table.csv,9.278581699996721,2026-09-10T19:45:21+00:00,historical result imported; do not retrain
